NCESID,NAME,ADDRESS,CITY,STATE,ZIP,TELEPHONE,TYPE,STATUS,POPULATION,COUNTY,COUNTYFIPS,COUNTRY,LATITUDE,LONGITUDE,ENROLLMENT,START_GRAD,END_GRADE,FULL_TIME_
BB963781,LITTLE ANGEL DAYCARE CENTER #3,12 CROWN ST,BROOKLYN,NY,11225,NOT AVAILABLE,7,1,10,KINGS,36047,US,40.667364,-73.960357,8,PK,KG,2
BB963874,LITTLE FLOWER PREPARATORY,305 REMSEN AVE,BROOKLYN,NY,11212,NOT AVAILABLE,1,1,103,KINGS,36047,US,40.657674,-73.924981,95,PK,07,8
BB981088,YESHIVA BETH HILLEL OF KRASNA,1364 42ND ST 66,BROOKLYN,NY,11219,NOT AVAILABLE,1,1,455,KINGS,36047,US,40.637846,-73.98653,401,PK,07,54
A0107454,BROOKLYN AMITY SCHOOL,3867 SHORE PKWY,BROOKLYN,NY,11235,NOT AVAILABLE,1,1,259,KINGS,36047,US,40.620394,-73.935455,235,PK,12,24
A0107582,HANNAH SENESH COMMUNITY DAY SCHOOL,342 SMITH ST,BROOKLYN,NY,11231,NOT AVAILABLE,1,1,196,KINGS,36047,US,40.679616,-73.995553,170,KG,08,26
A0107874,SHEMA KOLAINU-HEAR OUR VOICES,4302 NEW UTRECHT AVE,BROOKLYN,NY,11219,NOT AVAILABLE,4,1,32,KINGS,36047,US,40.641768,-73.994502,24,PK,PK,8
A0107913,THE STERLING SCHOOL,299 PACIFIC ST STE A,BROOKLYN,NY,11201,NOT AVAILABLE,4,1,30,KINGS,36047,US,40.687758,-73.988615,22,03,06,8
A0107936,TALMUD TORAH TASHBAR,543 BEDFORD AVE,BROOKLYN,NY,11211,NOT AVAILABLE,1,1,294,KINGS,36047,US,40.665661,-73.890195,270,PK,10,24
A0302188,BNOT RACHEL HIGH SCHOOL FOR GIRLS,1950 E 7TH ST,BROOKLYN,NY,11223,NOT AVAILABLE,1,1,91,KINGS,36047,US,40.603043,-73.965241,79,08,12,12
BB061130,OUR LADY OF GRACE SCHOOL,385 AVENUE W,BROOKLYN,NY,11223,NOT AVAILABLE,1,1,252,KINGS,36047,US,40.593117,-73.968397,242,PK,08,10
A0302206,BONIM LAMOKOM,425 E 9TH ST,BROOKLYN,NY,11218,NOT AVAILABLE,4,1,30,KINGS,36047,US,40.638162,-73.969393,24,UG,UG,6
00925671,ST CAMILLUS SCHOOL,185 BEACH 99TH ST,ROCKAWAY PARK,NY,11694,NOT AVAILABLE,1,1,190,QUEENS,36081,US,40.583796,-73.820278,179,KG,08,11
A0302209,BLOCK INSTITUTE SCHOOL,376 BAY 44TH ST,BROOKLYN,NY,11214,NOT AVAILABLE,4,1,306,KINGS,36047,US,40.587852,-73.993892,280,PK,02,26
01607578,ST EDMUND ELEMENTARY SCHOOL,1902 AVENUE T,BROOKLYN,NY,11229,NOT AVAILABLE,1,1,246,KINGS,36047,US,40.601351,-73.952693,233,PK,08,13
BB061156,ST FRANCIS DE SALES SCHOOL,219 BEACH 129TH ST,BELLE HARBOR,NY,11694,NOT AVAILABLE,1,1,485,QUEENS,36081,US,40.576628,-73.848673,460,PK,08,25
BB021405,ST EDMUND PREPARATORY HIGH SCHOOL,2474 OCEAN AVE,BROOKLYN,NY,11229,NOT AVAILABLE,1,1,785,KINGS,36047,US,40.601168,-73.952,731,08,12,54
A9300691,YESHIVAT OHR HAIIM,8606 135TH ST,RICHMOND HILL,NY,11418,NOT AVAILABLE,1,1,266,QUEENS,36081,US,40.705577,-73.820713,218,PK,08,48
A0302319,VIZNITZER CHAIDER TIFERES YISROEL,1416 43RD ST,BROOKLYN,NY,11219,NOT AVAILABLE,1,1,233,KINGS,36047,US,40.636489,-73.985818,221,PK,08,12
00925106,ST FRANCIS PREPARATORY SCHOOL,6100 FRANCIS LEWIS BLVD,FRESH MEADOWS,NY,11365,NOT AVAILABLE,1,1,2797,QUEENS,36081,US,40.742598,-73.776045,2639,08,12,158
00938206,PROSPECT PARK YESHIVA,1784 E 17TH ST,BROOKLYN,NY,11229,NOT AVAILABLE,1,1,611,KINGS,36047,US,40.606316,-73.956123,570,PK,08,41
A0502398,AL MADRASA AL ISLAMIYA,5224 3RD AVE,BROOKLYN,NY,11220,NOT AVAILABLE,1,1,207,KINGS,36047,US,40.646321,-74.016539,193,PK,08,14
00925037,ST KEVIN SCHOOL,4550 195TH ST,FLUSHING,NY,11358,NOT AVAILABLE,1,1,174,QUEENS,36081,US,40.754527,-73.786485,161,PK,08,13
A0302336,YESHIVA SHAREI HAYOSHER,1334 OCEAN PKWY,BROOKLYN,NY,11230,NOT AVAILABLE,7,1,11,KINGS,36047,US,40.616089,-73.969522,10,PK,KG,1
00925875,ST SEBASTIAN SCHOOL,3976 58TH ST,WOODSIDE,NY,11377,NOT AVAILABLE,1,1,386,QUEENS,36081,US,40.745982,-73.906537,366,PK,08,20
A0502402,AMERICA COME BACK TO GOD CHRISTIAN ACADEMY,822 DUMONT AVE,BROOKLYN,NY,11207,NOT AVAILABLE,1,1,59,KINGS,36047,US,40.66705,-73.888144,52,PK,08,7
A9903221,MEOROT BEIT YAAKOV,1123 AVENUE N,BROOKLYN,NY,11230,NOT AVAILABLE,6,1,41,KINGS,36047,US,40.615462,-73.962599,24,PK,KG,17
A9702456,RAZI SCHOOL,5511 QUEENS BLVD,WOODSIDE,NY,11377,NOT AVAILABLE,1,1,303,QUEENS,36081,US,40.742568,-73.909685,280,PK,12,23
BB963838,MESIVTA HIGH SCHOOL,1585 CONEY ISLAND AVE,BROOKLYN,NY,11230,NOT AVAILABLE,1,1,237,KINGS,36047,US,40.618975,-73.963833,223,08,12,14
A0502522,MACHON BAIS YAAKOV HILDA BIRN HIGH SCHOOL,1683 42ND ST,BROOKLYN,NY,11204,NOT AVAILABLE,1,1,348,KINGS,36047,US,40.633779,-73.97918,324,08,12,24
00924951,ST ADALBERT ELEMENTARY SCHOOL,5217 83RD ST,ELMHURST,NY,11373,NOT AVAILABLE,1,1,362,QUEENS,36081,US,40.732982,-73.883623,340,PK,08,22
00935715,YESHIVA OF BROOKLYN GIRLS DIV,1470 OCEAN PKWY,BROOKLYN,NY,11230,NOT AVAILABLE,1,1,732,KINGS,36047,US,40.612826,-73.968788,691,PK,12,41
A0502525,BIBLE SPEAK CHURCH ACADEMY,5205 FOSTER AVE,BROOKLYN,NY,11203,NOT AVAILABLE,1,1,50,KINGS,36047,US,40.640172,-73.926771,46,PK,12,4
02046054,YESHIVAH OF FLATBUSH JOEL BRAVERMAN HIGH SCHOOL,1609 AVENUE J,BROOKLYN,NY,11230,NOT AVAILABLE,1,1,699,KINGS,36047,US,40.625556,-73.960009,633,08,12,66
00925128,ST PANCRAS SCHOOL,6820 MYRTLE AVE,GLENDALE,NY,11385,NOT AVAILABLE,1,1,205,QUEENS,36081,US,40.701475,-73.883865,193,PK,08,12
00938465,REDEEMER LUTHERAN SCHOOL,6926 COOPER AVE,GLENDALE,NY,11385,NOT AVAILABLE,1,1,138,QUEENS,36081,US,40.701135,-73.881349,129,PK,08,9
A9300665,BROOKLYN HEIGHTS MONTESSORI SCHOOL,185 COURT ST,BROOKLYN,NY,11201,NOT AVAILABLE,2,1,171,KINGS,36047,US,40.687911,-73.99302,145,PK,08,26
A0509133,NESIVOS BAIS YAAKOV,1021 45TH ST,BROOKLYN,NY,11219,NOT AVAILABLE,1,1,351,KINGS,36047,US,40.641049,-73.995722,326,PK,12,25
00925117,SACRED HEART SCHOOL,8405 78TH AVE,GLENDALE,NY,11385,NOT AVAILABLE,1,1,215,QUEENS,36081,US,40.705877,-73.864827,203,PK,08,12
A9300620,ST ANNS SCHOOL,129 PIERREPONT ST,BROOKLYN,NY,11201,NOT AVAILABLE,6,1,1221,KINGS,36047,US,40.695219,-73.992203,1031,PK,12,190
00925423,CHRIST THE KING REGIONAL HIGH,6802 METROPOLITAN AVE,MIDDLE VILLAGE,NY,11379,NOT AVAILABLE,1,1,965,QUEENS,36081,US,40.710719,-73.888455,920,08,12,45
A0509136,STARS & KNIGHTS DAY SCHOOL,414 UTICA AVE,BROOKLYN,NY,11213,NOT AVAILABLE,1,1,73,KINGS,36047,US,40.664175,-73.931864,65,PK,08,8
00935205,BROOKLYN FRIENDS SCHOOL,375 PEARL ST,BROOKLYN,NY,11201,NOT AVAILABLE,1,1,720,KINGS,36047,US,40.692785,-73.988025,616,PK,12,104
BB981072,MT MORIAH CHRISTIAN ACADEMY,1149 EASTERN PKWY,BROOKLYN,NY,11213,NOT AVAILABLE,1,1,78,KINGS,36047,US,40.669147,-73.930318,69,PK,06,9
00925092,OUR LADY QUEEN OF MARTYRS SCHOOL,7255 AUSTIN ST,FOREST HILLS,NY,11375,NOT AVAILABLE,1,1,296,QUEENS,36081,US,40.718899,-73.840617,279,PK,08,17
A0701596,CATHERINE LABOURE SPECIAL EDUCATION PROGRAM,21 BAY 11TH ST,BROOKLYN,NY,11228,NOT AVAILABLE,4,1,81,KINGS,36047,US,40.598903,-73.974273,73,04,08,8
A9303708,BATTALION CHRISTIAN ACADEMY,661 LINDEN BLVD,BROOKLYN,NY,11203,NOT AVAILABLE,1,1,177,KINGS,36047,US,40.653898,-73.933959,164,PK,05,13
00924882,ST LEO ELEMENTARY SCHOOL,104-19 49TH AVE,CORONA,NY,11368,NOT AVAILABLE,1,1,326,QUEENS,36081,US,40.744668,-73.858489,306,PK,08,20
A0701652,YESHIVAT MEKOR CHAIM,1326 OCEAN PKWY,BROOKLYN,NY,11236,NOT AVAILABLE,1,1,74,KINGS,36047,US,40.612722,-73.943705,66,KG,05,8
00924496,NAZARETH REGIONAL HIGH SCHOOL,475 E 57TH ST,BROOKLYN,NY,11203,NOT AVAILABLE,1,1,474,KINGS,36047,US,40.643681,-73.922444,448,08,12,26
A9903217,LEARNING TREE MULTI-CULTURAL,10302 NORTHERN BLVD,CORONA,NY,11368,NOT AVAILABLE,3,1,67,QUEENS,36081,US,40.757765,-73.865513,56,KG,08,11
A0701682,OHR HALIMUD - THE MULTI SENSORY LEARNING CENTER,1681 42ND ST,BROOKLYN,NY,11204,NOT AVAILABLE,4,1,33,KINGS,36047,US,40.633815,-73.979236,19,UG,UG,14
00924656,ST BERNARD ELEMENTARY SCHOOL,2030 E 69TH ST,BROOKLYN,NY,11234,NOT AVAILABLE,1,1,300,KINGS,36047,US,40.619631,-73.909951,281,PK,08,19
00941445,JAMAICA DAY SCHOOL OF ST DEMETRIOS,8435 152ND ST,JAMAICA,NY,11432,NOT AVAILABLE,1,1,105,QUEENS,36081,US,40.713067,-73.80755,90,PK,08,15
00941434,ST DEMETRIOS SCHOOL,3003 30TH DR,ASTORIA,NY,11102,NOT AVAILABLE,1,1,630,QUEENS,36081,US,40.765722,-73.923121,570,PK,12,60
02046032,BAIS YAAKOV ACADEMY,1213 ELM AVE,BROOKLYN,NY,11230,NOT AVAILABLE,1,1,852,KINGS,36047,US,40.617283,-73.962163,776,PK,12,76
00925321,MOST PRECIOUS BLOOD SCHOOL,3252 37TH ST,LONG ISLAND CITY,NY,11106,NOT AVAILABLE,1,1,249,QUEENS,36081,US,40.758917,-73.921811,232,PK,08,17
00943737,BROOKLYN SEVENTH-DAY ADVENTIST SCHOOL,1260 OCEAN AVE,BROOKLYN,NY,11230,NOT AVAILABLE,1,1,122,KINGS,36047,US,40.631454,-73.957764,116,PK,08,6
A9300645,TIFERES MIRIAM SCHOOL FOR GIRLS,6510 17TH AVE,BROOKLYN,NY,11204,NOT AVAILABLE,4,1,44,KINGS,36047,US,40.620374,-73.992895,34,06,12,10
00939924,CHRIST LUTHERAN SCHOOL,24801 FRANCIS LEWIS BLVD,ROSEDALE,NY,11422,NOT AVAILABLE,1,1,46,QUEENS,36081,US,40.663208,-73.733174,42,KG,08,4
00924292,ST JEROME SCHOOL,465 E 29TH ST,BROOKLYN,NY,11226,NOT AVAILABLE,1,1,283,KINGS,36047,US,40.638927,-73.949059,272,PK,08,11
A9702526,YESHIVA RUACH CHAIM,2611 AVENUE Z,BROOKLYN,NY,11235,NOT AVAILABLE,1,1,153,KINGS,36047,US,40.628649,-73.947535,134,PK,08,19
00938454,GRACE LUTHERAN DAY SCHOOL,10005 SPRINGFIELD BLVD,QUEENS VILLAGE,NY,11429,NOT AVAILABLE,1,1,60,QUEENS,36081,US,40.714704,-73.735267,55,PK,08,5
00935588,YESHIVA & MESIVTA TORAH TEMIMAH,555 OCEAN PKWY,BROOKLYN,NY,11218,NOT AVAILABLE,1,1,581,KINGS,36047,US,40.634731,-73.971998,560,PK,12,21
A9903303,ZVI DOV ROTH ACADEMY OF YESHIVA RAMBAM,60 W END AVE,BROOKLYN,NY,11235,NOT AVAILABLE,1,1,66,KINGS,36047,US,40.618531,-73.941966,63,08,12,3
00924893,DIVINE WISDOM CATHOLIC ACADEMY,4511 245TH ST,DOUGLASTON,NY,11362,NOT AVAILABLE,1,1,233,QUEENS,36081,US,40.764954,-73.740727,219,PK,08,14
A9105123,YESHIVA MACHZIKEI HADAS,1601 42ND ST,BROOKLYN,NY,11204,NOT AVAILABLE,1,1,1074,KINGS,36047,US,40.634981,-73.981112,1024,PK,12,50
BB041114,FACES OF FUTURE DAYCARE CENTER,5302 CLARENDON RD,BROOKLYN,NY,11203,NOT AVAILABLE,7,1,4,KINGS,36047,US,40.644381,-73.926455,3,PK,KG,1
A9903219,LUTHERAN SCHOOL OF FLUSHING & BAYSIDE,3601 BELL BLVD,BAYSIDE,NY,11361,NOT AVAILABLE,1,1,76,QUEENS,36081,US,40.767926,-73.772887,68,PK,08,8
A9105071,TOMER DVORA HIGH SCHOOL,5801 16TH AVE,BROOKLYN,NY,11204,NOT AVAILABLE,1,1,299,KINGS,36047,US,40.625752,-73.990591,252,08,12,47
BB041224,CYCLE EDUCATIONAL CENTER,2412 CHURCH AVE,BROOKLYN,NY,11226,NOT AVAILABLE,1,1,41,KINGS,36047,US,40.650245,-73.955327,25,PK,01,16
00942245,YESHIVA JESODE HATORAH,1350 50TH ST,BROOKLYN,NY,11219,NOT AVAILABLE,1,1,279,KINGS,36047,US,40.633551,-73.991513,262,PK,08,17
02047943,WHITESTONE ACADEMY,15034 12TH AVE,WHITESTONE,NY,11357,NOT AVAILABLE,1,1,139,QUEENS,36081,US,40.790878,-73.813312,128,07,12,11
BB061072,BEIS CHAYA MUSHKA,1505 CARROLL ST,BROOKLYN,NY,11213,NOT AVAILABLE,1,1,198,KINGS,36047,US,40.666588,-73.937076,177,PK,12,21
AA001675,YESHIVA IMREI YOSEF SPINKA,5801 15TH AVE,BROOKLYN,NY,11219,NOT AVAILABLE,1,1,218,KINGS,36047,US,40.627086,-73.992876,192,PK,11,26
00925048,ST MEL SCHOOL,15424 26TH AVE,FLUSHING,NY,11354,NOT AVAILABLE,1,1,309,QUEENS,36081,US,40.773724,-73.809304,290,PK,08,19
BB061091,NEW VISTAS ACADEMY,3321 GLENWOOD RD,BROOKLYN,NY,11210,NOT AVAILABLE,1,1,94,KINGS,36047,US,40.63441,-73.944143,88,01,12,6
00925015,ST ANDREW AVELLINO SCHOOL,3550 158TH ST,FLUSHING,NY,11358,NOT AVAILABLE,1,1,277,QUEENS,36081,US,40.7648,-73.807435,260,PK,08,17
00924725,ST AGATHA SCHOOL,736 48TH ST,BROOKLYN,NY,11220,NOT AVAILABLE,1,1,171,KINGS,36047,US,40.642963,-74.004046,160,PK,08,11
BB061133,MACADEMY,1313 UNION ST,BROOKLYN,NY,11225,NOT AVAILABLE,1,1,72,KINGS,36047,US,40.669032,-73.948641,65,PK,08,7
00924441,IMMACULATE HEART OF MARY,3002 FORT HAMILTON PKWY,BROOKLYN,NY,11218,NOT AVAILABLE,1,1,150,KINGS,36047,US,40.647952,-73.978669,136,PK,08,14
00937133,SOLOMON SCHECHTER SCHOOL OF QUEENS,7616 PARSONS BLVD,FLUSHING,NY,11366,NOT AVAILABLE,1,1,423,QUEENS,36081,US,40.724621,-73.811145,371,PK,08,52
BB061144,BROOKLYN JESUIT PREP,560 STERLING PL,BROOKLYN,NY,11238,NOT AVAILABLE,1,1,96,KINGS,36047,US,40.673723,-73.959929,85,05,08,11
02047717,SHEVACH HIGH SCHOOL,7509 MAIN ST,FLUSHING,NY,11367,NOT AVAILABLE,1,1,200,QUEENS,36081,US,40.723894,-73.820026,174,08,12,26
A9300670,YESHIVAT SHAARE TORAH GIRLS ELEMENTARY SCHOOL,222 OCEAN PKWY,BROOKLYN,NY,11218,NOT AVAILABLE,1,1,394,KINGS,36047,US,40.644255,-73.974757,341,PK,08,53
00925274,ST NICHOLAS OF TOLENTINE SCHOOL,8022 PARSONS BLVD,JAMAICA,NY,11432,NOT AVAILABLE,1,1,286,QUEENS,36081,US,40.719075,-73.8086,275,PK,08,11
01904107,EXCELSIOR ELEMENTARY SCHOOL,418 E 45TH ST,BROOKLYN,NY,11203,NOT AVAILABLE,1,1,220,KINGS,36047,US,40.651201,-73.935393,206,06,12,14
BB081260,ELITE HIGH SCHOOL,2115 BENSON AVE,BROOKLYN,NY,11214,NOT AVAILABLE,1,1,31,KINGS,36047,US,40.601617,-73.997328,24,08,12,7
A9104866,IDEAL MONTESSORI SCHOOL,8741 165TH ST STE 1,JAMAICA,NY,11432,NOT AVAILABLE,2,1,157,QUEENS,36081,US,40.709645,-73.797837,144,PK,08,13
BB081273,CHILDRENS CORNER OF BROOKLYN LTD,69 STRATFORD RD,BROOKLYN,NY,11218,NOT AVAILABLE,7,1,7,KINGS,36047,US,40.647225,-73.969197,5,PK,KG,2
00925809,HOLY TRINITY SCHOOL,1445 143RD ST,WHITESTONE,NY,11357,NOT AVAILABLE,1,1,231,QUEENS,36081,US,40.785428,-73.825337,220,PK,08,11
K9304063,STARRETT EARLY LEARNING CENTER,125 SCHROEDERS AVE,BROOKLYN,NY,11239,NOT AVAILABLE,7,1,23,KINGS,36047,US,40.649032,-73.880266,21,PK,KG,2
00925853,CORPUS CHRISTI SCHOOL,3129 60TH ST,WOODSIDE,NY,11377,NOT AVAILABLE,1,1,168,QUEENS,36081,US,40.757104,-73.902537,158,PK,08,10
00926427,BLESSED SACRAMENT SCHOOL,187 EUCLID AVE,BROOKLYN,NY,11208,NOT AVAILABLE,1,1,273,KINGS,36047,US,40.683899,-73.874099,261,PK,08,12
BB081280,TALMUD TORAH OHR MOSHE,1774 58TH ST,BROOKLYN,NY,11204,NOT AVAILABLE,1,1,218,KINGS,36047,US,40.633475,-73.994417,202,PK,06,16
00926507,CATHEDRAL PREP SEMINARY,5625 92ND ST,ELMHURST,NY,11373,NOT AVAILABLE,3,1,190,QUEENS,36081,US,40.735801,-73.869523,176,08,12,14
00924634,ST BRIGID SCHOOL,438 GROVE ST,BROOKLYN,NY,11237,NOT AVAILABLE,1,1,237,KINGS,36047,US,40.70119,-73.912602,225,PK,08,12
BB081303,GUILD FOR EXCEPTIONAL CHILDREN,1273 57TH ST,BROOKLYN,NY,11219,NOT AVAILABLE,4,1,204,KINGS,36047,US,40.630847,-73.996922,186,PK,PK,18
00925081,OUR LADY OF MERCY SCHOOL,7025 KESSEL ST,FLUSHING,NY,11375,NOT AVAILABLE,1,1,291,QUEENS,36081,US,40.714069,-73.850558,271,PK,08,20
00924215,ST FRANCES CABRINI SCHOOL,181 SUYDAM ST,BROOKLYN,NY,11221,NOT AVAILABLE,1,1,271,KINGS,36047,US,40.69999,-73.92615,261,PK,08,10
BB963294,INTERNATIONAL CHRISTIAN SCHOOL,312 CONEY ISLAND AVE,BROOKLYN,NY,11218,NOT AVAILABLE,1,1,210,KINGS,36047,US,40.650207,-73.972486,192,PK,12,18
00941478,ST JOHN THE EVANGELIST LUTHERAN SCHOOL,195 MAUJER ST,BROOKLYN,NY,11206,NOT AVAILABLE,1,1,17,KINGS,36047,US,40.711168,-73.942718,13,PK,06,4
AA890622,BEIKVEI HATZION,31 DIVISION AVE,BROOKLYN,NY,11249,NOT AVAILABLE,1,1,139,KINGS,36047,US,40.707018,-73.968082,125,PK,07,14
BB963353,ST MARTINS NURSERY & KINDERGARTEN,657 VAN SICLEN AVE,BROOKLYN,NY,11207,NOT AVAILABLE,7,1,11,KINGS,36047,US,40.663456,-73.887502,10,PK,KG,1
BB981066,YESHIVA BNOS AHAVAS ISRAEL,12 FRANKLIN AVE,BROOKLYN,NY,11211,NOT AVAILABLE,1,1,473,KINGS,36047,US,40.698879,-73.959182,447,PK,12,26
BB963626,THE CATHEDRAL SCHOOL OF BROOKLYN,1492 SAINT JOHNS PL,BROOKLYN,NY,11213,NOT AVAILABLE,1,1,65,KINGS,36047,US,40.672682,-73.971423,56,PK,08,9
BB963544,BNOS CHAYIL,420 S 5TH ST,BROOKLYN,NY,11211,NOT AVAILABLE,1,1,904,KINGS,36047,US,40.707022,-73.952384,829,PK,12,75
BB940396,NORTHSIDE CATHOLIC ACADEMY,10 WITHERS ST,BROOKLYN,NY,11211,NOT AVAILABLE,1,1,98,KINGS,36047,US,40.716554,-73.952194,89,PK,08,9
K9500356,BROOKLYN PREPARATORY SCHOOL,1400 LINDEN BLVD,BROOKLYN,NY,11212,NOT AVAILABLE,7,1,8,KINGS,36047,US,40.654177,-73.908365,5,PK,KG,3
00926416,FONTBONNE HALL ACADEMY,9901 SHORE RD,BROOKLYN,NY,11209,NOT AVAILABLE,1,1,564,KINGS,36047,US,40.613739,-74.036519,526,08,12,38
A0701591,BERKELEY CARROLL ELEMENTARY SCHOOL,701 CARROLL ST,BROOKLYN,NY,11215,NOT AVAILABLE,1,1,318,KINGS,36047,US,40.674214,-73.977707,282,PK,04,36
00935577,YESHIVAH OHEL MOSHE,7914 BAY PKWY,BROOKLYN,NY,11214,NOT AVAILABLE,1,1,109,KINGS,36047,US,40.605648,-73.990349,95,PK,08,14
BB963250,AL-NOOR SCHOOL,675 4TH AVE,BROOKLYN,NY,11232,NOT AVAILABLE,1,1,651,KINGS,36047,US,40.662942,-73.995033,594,PK,12,57
00926212,BISHOP FORD CENTRAL CATHOLIC HIGH SCHOOL,500 19TH ST,BROOKLYN,NY,11215,NOT AVAILABLE,1,1,805,KINGS,36047,US,40.656719,-73.983445,771,08,12,34
00938691,YESHIVA KARLIN STOLIN,1818 54TH ST,BROOKLYN,NY,11204,NOT AVAILABLE,1,1,574,KINGS,36047,US,40.624873,-73.983248,533,PK,12,41
A0302265,YESHIVA OHR SHRAGA VERETZKY,1102 AVENUE L,BROOKLYN,NY,11230,NOT AVAILABLE,1,1,352,KINGS,36047,US,40.619276,-73.966853,313,PK,12,39
A0508005,MARTIN DE PORRES HIGH SCHOOL,14765 249TH ST,ROSEDALE,NY,11422,NOT AVAILABLE,4,1,157,QUEENS,36081,US,40.656711,-73.983443,138,08,12,19
02046484,YESHIVA DERECH HATORAH,2810 NOSTRAND AVE,BROOKLYN,NY,11229,NOT AVAILABLE,1,1,357,KINGS,36047,US,40.615219,-73.945074,296,PK,12,61
AA890630,PROSPECT PARK BNOS LEAH HIGH SCHOOL,1601 AVENUE R,BROOKLYN,NY,11229,NOT AVAILABLE,1,1,290,KINGS,36047,US,40.606135,-73.956611,263,08,12,27
00926391,QUEEN OF ALL SAINTS,300 VANDERBILT AVE,BROOKLYN,NY,11205,NOT AVAILABLE,1,1,221,KINGS,36047,US,40.688613,-73.969156,211,KG,08,10
00926438,BISHOP LOUGHLIN MEMORIAL HIGH SCHOOL,357 CLERMONT AVE,BROOKLYN,NY,11238,NOT AVAILABLE,1,1,779,KINGS,36047,US,40.686856,-73.969337,736,08,12,43
00943679,BETHEL ELEMENTARY SCHOOL,457 GRAND AVE,BROOKLYN,NY,11238,NOT AVAILABLE,1,1,42,KINGS,36047,US,40.681762,-73.961253,37,PK,06,5
00938319,EPIPHANY LUTHERAN SCHOOL,721 LINCOLN PL,BROOKLYN,NY,11216,NOT AVAILABLE,1,1,230,KINGS,36047,US,40.671059,-73.952322,218,PK,08,12
BB041209,AHABA VE AHAVA,2001 E 7TH ST,BROOKLYN,NY,11223,NOT AVAILABLE,1,1,96,KINGS,36047,US,40.601773,-73.964586,82,PK,10,14
00924248,ST FRANCIS OF ASSIST SCHOOL,400 LINCOLN RD,BROOKLYN,NY,11225,NOT AVAILABLE,1,1,345,KINGS,36047,US,40.66147,-73.949189,329,PK,08,16
01607454,ST JOSEPH HILL ACADEMY,850 HYLAN BLVD,STATEN ISLAND,NY,10305,NOT AVAILABLE,1,1,478,RICHMOND,36085,US,40.599381,-74.070559,454,PK,08,24
AA001663,YESHIVA ATERET TORAH,901 QUENTIN RD,BROOKLYN,NY,11223,NOT AVAILABLE,1,1,1442,KINGS,36047,US,40.607858,-73.963547,1346,PK,12,96
BB963607,ST GREGORY THE GREAT SCHOOL,2520 CHURCH AVE,BROOKLYN,NY,11226,NOT AVAILABLE,1,1,226,KINGS,36047,US,40.671666,-73.945349,215,PK,08,11
00941219,RICHMONDTOWN PREPARATORY SCHOOL,2707 HYLAN BLVD,STATEN ISLAND,NY,10306,NOT AVAILABLE,1,1,37,RICHMOND,36085,US,40.566504,-74.114276,33,08,12,4
00925343,ST FRANCIS OF ASSISI SCHOOL,2118 46TH ST,ASTORIA,NY,11105,NOT AVAILABLE,1,1,238,QUEENS,36081,US,40.771857,-73.90105,222,PK,08,16
BB041233,YESHIVA AHAVAS TORAH,2961 NOSTRAND AVE,BROOKLYN,NY,11229,NOT AVAILABLE,1,1,200,KINGS,36047,US,40.609456,-73.956259,186,PK,08,14
BB981108,ST FRANCIS DE SALES SCHOOL FOR THE DEAF,260 EASTERN PKWY,BROOKLYN,NY,11225,NOT AVAILABLE,4,1,93,KINGS,36047,US,40.670758,-73.960835,76,PK,08,17
A0502554,ST JOSEPH HILL ACADEMY HIGH SCHOOL,850 HYLAN BLVD,STATEN ISLAND,NY,10305,NOT AVAILABLE,1,1,506,RICHMOND,36085,US,40.599368,-74.070498,475,08,12,31
BB963756,STILLWELL AVE PREP & NURSERY SCHOOL,1990 STILLWELL AVE,BROOKLYN,NY,11223,NOT AVAILABLE,7,1,14,KINGS,36047,US,40.598208,-73.985741,12,KG,KG,2
00925354,ST JOSEPH ELEMENTARY SCHOOL,2846 44TH ST,LONG ISLAND CITY,NY,11103,NOT AVAILABLE,1,1,391,QUEENS,36081,US,40.762958,-73.911705,370,PK,08,21
00925547,SS JOACHIM & ANNE SCHOOL,21819 105TH AVE,QUEENS VILLAGE,NY,11429,NOT AVAILABLE,1,1,458,QUEENS,36081,US,40.71215,-73.738856,439,PK,08,19
A9105125,YESHIVAT OR HATORAH,2119 HOMECREST AVE,BROOKLYN,NY,11229,NOT AVAILABLE,1,1,180,KINGS,36047,US,40.598001,-73.95888,176,PK,12,4
A0701697,SMILES AROUND US ACADEMY,351 SAND LN,STATEN ISLAND,NY,10305,NOT AVAILABLE,1,1,129,RICHMOND,36085,US,40.591011,-74.067017,118,PK,04,11
00925558,OUR LADY OF THE ANGELUS,9805 63RD DR,REGO PARK,NY,11374,NOT AVAILABLE,1,1,196,QUEENS,36081,US,40.731258,-73.858745,183,PK,08,13
A9104780,GRACE CHURCH SCHOOL,254 HICKS ST,BROOKLYN,NY,11201,NOT AVAILABLE,7,1,24,KINGS,36047,US,40.693881,-73.99691,21,PK,KG,3
A0107707,MIRAJ ISLAMIC SCHOOL,307 VICTORY BLVD,STATEN ISLAND,NY,10301,NOT AVAILABLE,1,1,241,RICHMOND,36085,US,40.634832,-74.085882,220,PK,12,21
00935872,YESHIVA OF BELLE HARBOR,13401 ROCKAWAY BEACH BLVD,BELLE HARBOR,NY,11694,NOT AVAILABLE,1,1,110,QUEENS,36081,US,40.573907,-73.85241,98,PK,08,12
BB981100,ST STANISLAUS KOSTKA CATHOLIC ACADEMY,12 NEWELL ST,BROOKLYN,NY,11222,NOT AVAILABLE,1,1,197,KINGS,36047,US,40.723333,-73.946383,185,PK,08,12
