NCESID,NAME,ADDRESS,CITY,STATE,ZIP,TELEPHONE,TYPE,STATUS,POPULATION,COUNTY,COUNTYFIPS,COUNTRY,LATITUDE,LONGITUDE,ENROLLMENT,START_GRAD,END_GRADE,FULL_TIME_
A9104949,NEW COVENANT CHRISTIAN SCHOOL,1497 NEEDHAM AVE,BRONX,NY,10469,NOT AVAILABLE,1,1,116,BRONX,36005,US,40.880209,-73.848354,104,PK,05,12
00921407,ST BRENDAN SCHOOL,268 E 207TH ST,BRONX,NY,10467,NOT AVAILABLE,1,1,260,BRONX,36005,US,40.875436,-73.877524,250,PK,08,10
00921484,ST ANN SCHOOL,3511 BAINBRIDGE AVE,BRONX,NY,10467,NOT AVAILABLE,1,1,216,BRONX,36005,US,40.881713,-73.878537,206,PK,08,10
00920946,VISITATION SCHOOL,171 W 239TH ST,BRONX,NY,10463,NOT AVAILABLE,1,1,205,BRONX,36005,US,40.885593,-73.898535,195,KG,08,10
00922207,ST ATHANASIUS SCHOOL,830 SOUTHERN BLVD,BRONX,NY,10459,NOT AVAILABLE,1,1,272,BRONX,36005,US,40.81712,-73.89505,259,PK,08,13
00922218,ST ANTHONY SCHOOL,1776 MANSION ST,BRONX,NY,10460,NOT AVAILABLE,1,1,190,BRONX,36005,US,40.837839,-73.86849,179,KG,08,11
00920968,ST MARY STAR OF THE SEA SCHOOL,580 MINNIEFORD AVE,BRONX,NY,10464,NOT AVAILABLE,1,1,203,BRONX,36005,US,40.854481,-73.789297,193,PK,08,10
00921575,OUR LADY OF MT CARMEL SCHOOL,2465 BATHGATE AVE,BRONX,NY,10458,NOT AVAILABLE,1,1,204,BRONX,36005,US,40.858215,-73.888979,192,PK,08,12
A9300660,FIELDSTON MIDDLE,3901 FIELDSTON RD,BRONX,NY,10471,NOT AVAILABLE,1,1,440,BRONX,36005,US,40.889242,-73.906555,390,06,08,50
A0502542,SAR HIGH SCHOOL,503 W 259TH ST,BRONX,NY,10471,NOT AVAILABLE,1,1,542,BRONX,36005,US,40.907295,-73.904551,463,08,12,79
00921371,ST GABRIEL ELEMENTARY SCHOOL,590 W 235TH ST,BRONX,NY,10463,NOT AVAILABLE,1,1,212,BRONX,36005,US,40.88564,-73.911262,201,PK,08,11
00936672,YESHIVA OF CENTRAL QUEENS,14737 70TH RD,FLUSHING,NY,11367,NOT AVAILABLE,1,1,912,QUEENS,36081,US,40.729979,-73.819477,856,PK,08,56
00921611,OUR LADY OF ANGELS,2865 CLAFLIN AVE,BRONX,NY,10468,NOT AVAILABLE,1,1,242,BRONX,36005,US,40.873606,-73.899826,230,PK,08,12
00921586,OUR LADY OF MERCY SCHOOL,2512 MARION AVE,BRONX,NY,10458,NOT AVAILABLE,1,1,215,BRONX,36005,US,40.861257,-73.893044,201,PK,08,14
00920935,ST SIMON STOCK SCHOOL,2195 VALENTINE AVE,BRONX,NY,10457,NOT AVAILABLE,1,1,221,BRONX,36005,US,40.855264,-73.899199,209,KG,08,12
00921644,AQUINAS HIGH SCHOOL,685 E 182ND ST,BRONX,NY,10457,NOT AVAILABLE,1,1,647,BRONX,36005,US,40.851163,-73.887613,613,08,12,34
A9702478,ST IGNATIUS SCHOOL,740 MANIDA ST,BRONX,NY,10474,NOT AVAILABLE,1,1,99,BRONX,36005,US,40.815366,-73.888427,87,06,08,12
00921349,ST JEROME SCHOOL,222 ALEXANDER AVE,BRONX,NY,10454,NOT AVAILABLE,1,1,293,BRONX,36005,US,40.809496,-73.925027,283,PK,08,10
00922273,CARDINAL HAYES HIGH SCHOOL,650 GRAND CONCOURSE,BRONX,NY,10451,NOT AVAILABLE,1,1,980,BRONX,36005,US,40.820571,-73.925304,926,08,12,54
A9702471,ST ANGELA MERICI SCHOOL,266 E 163RD ST,BRONX,NY,10451,NOT AVAILABLE,1,1,305,BRONX,36005,US,40.827191,-73.918292,290,PK,08,15
00921542,SACRED HEART SCHOOL,95 W 168TH ST,BRONX,NY,10452,NOT AVAILABLE,1,1,530,BRONX,36005,US,40.838536,-73.923879,510,PK,08,20
00923051,ST MARGARET MARY SCHOOL,121 E 177TH ST,BRONX,NY,10453,NOT AVAILABLE,1,1,310,BRONX,36005,US,40.849702,-73.90729,300,PK,08,10
00920902,ST NICHOLAS OF TOLENTINE ELEMENTARY SCHOOL,2336 ANDREWS AVE,BRONX,NY,10468,NOT AVAILABLE,1,1,290,BRONX,36005,US,40.862199,-73.906403,279,KG,08,11
A0302248,LAVELLE SCHOOL FOR THE BLIND,3830 PAULDING AVE,BRONX,NY,10469,NOT AVAILABLE,4,1,123,BRONX,36005,US,40.88192,-73.85366,105,PK,PK,18
00919238,ST LUCYS SCHOOL,830 MACE AVE,BRONX,NY,10467,NOT AVAILABLE,1,1,371,BRONX,36005,US,40.86293,-73.862241,358,PK,08,13
00940918,NEW YORK INSTITUTE FOR SPECIAL EDUCATION,999 PELHAM PKWY N,BRONX,NY,10469,NOT AVAILABLE,4,1,201,BRONX,36005,US,40.858384,-73.860769,163,PK,12,38
00919158,ST RAYMOND ELEMENTARY SCHOOL,2380 E TREMONT AVE,BRONX,NY,10462,NOT AVAILABLE,1,1,810,BRONX,36005,US,40.842074,-73.854584,774,PK,08,36
00922692,ST RAYMOND ACADEMY FOR GIRLS,1725 CASTLE HILL AVE,BRONX,NY,10462,NOT AVAILABLE,1,1,386,BRONX,36005,US,40.842072,-73.854583,365,08,12,21
00919475,SANTA MARIA SCHOOL,1510 ZEREGA AVE,BRONX,NY,10462,NOT AVAILABLE,1,1,284,BRONX,36005,US,40.838419,-73.848734,266,PK,08,18
00922648,BLESSED SACRAMENT SCHOOL,1160 BEACH AVE,BRONX,NY,10472,NOT AVAILABLE,1,1,183,BRONX,36005,US,40.82939,-73.865527,173,PK,08,10
00920094,HOLY CROSS ELEMENTARY SCHOOL,1846 RANDALL AVE,BRONX,NY,10473,NOT AVAILABLE,1,1,331,BRONX,36005,US,40.817586,-73.860653,319,PK,08,12
00919602,VILLA MARIA ACADEMY,3335 COUNTRY CLUB RD,BRONX,NY,10465,NOT AVAILABLE,1,1,394,BRONX,36005,US,40.841737,-73.816554,370,PK,08,24
00922138,ST THERESA SCHOOL,2872 SAINT THERESA AVE,BRONX,NY,10461,NOT AVAILABLE,1,1,285,BRONX,36005,US,40.849309,-73.833373,273,PK,08,12
00924394,HOLY NAME OF JESUS SCHOOL,241 PROSPECT PARK W,BROOKLYN,NY,11215,NOT AVAILABLE,1,1,205,KINGS,36047,US,40.659183,-73.980548,194,PK,08,11
00924463,SS JOSEPH & DOMINIC ACADEMY,140 MONTROSE AVE,BROOKLYN,NY,11206,NOT AVAILABLE,1,1,238,KINGS,36047,US,40.707029,-73.944138,228,PK,08,10
00924532,MIDWOOD CATHOLIC ACADEMY,1501 HENDRICKSON ST,BROOKLYN,NY,11234,NOT AVAILABLE,1,1,352,KINGS,36047,US,40.618446,-73.946579,336,PK,08,16
00924543,HOLY ANGELS CATHOLIC ACADEMY,337 74TH ST,BROOKLYN,NY,11209,NOT AVAILABLE,1,1,186,KINGS,36047,US,40.63205,-74.026329,174,PK,08,12
00924598,OUR LADY OF TRUST SCHOOL,744 E 87TH ST,BROOKLYN,NY,11236,NOT AVAILABLE,1,1,207,KINGS,36047,US,40.639479,-73.909164,197,PK,08,10
00926187,ST MARY MOTHER OF JESUS/ST FRANCES CABRINI ACADEMY,8401 23RD AVE,BROOKLYN,NY,11214,NOT AVAILABLE,1,1,200,KINGS,36047,US,40.60135,-73.990429,189,PK,08,11
00935668,MIRRER YESHIVA HIGH SCHOOL,1791 OCEAN PKWY 5,BROOKLYN,NY,11223,NOT AVAILABLE,1,1,221,KINGS,36047,US,40.605076,-73.9661,197,08,12,24
00936129,BETH JACOB HIGH SCHOOL,4420 15TH AVE,BROOKLYN,NY,11219,NOT AVAILABLE,1,1,652,KINGS,36047,US,40.634901,-73.985403,619,08,12,33
00943613,FLATBUSH SDA SCHOOL,5810 SNYDER AVE,BROOKLYN,NY,11203,NOT AVAILABLE,1,1,102,KINGS,36047,US,40.650453,-73.921814,96,PK,05,6
00924339,OUR LADY OF TRUST CATHOLIC ACCADAMY,1696 CANARSIE RD,BROOKLYN,NY,11236,NOT AVAILABLE,1,1,257,KINGS,36047,US,40.631337,-73.890803,245,PK,08,12
00937315,TOMER DVORA SCHOOL,4500 9TH AVE,BROOKLYN,NY,11220,NOT AVAILABLE,1,1,586,KINGS,36047,US,40.642539,-73.998958,558,PK,08,28
00938159,YESHIVAH OF FLATBUSH,919 E 10TH ST,BROOKLYN,NY,11230,NOT AVAILABLE,1,1,2090,KINGS,36047,US,40.626344,-73.966173,1898,PK,12,192
00942176,UCP BROOKLYN CHILDRENS PROGRAM,175 LAWRENCE AVE,BROOKLYN,NY,11230,NOT AVAILABLE,4,1,118,KINGS,36047,US,40.630618,-73.973229,108,UG,UG,10
00942915,EAST MIDWOOD HEBREW DAY SCHOOL,1256 E 21ST ST,BROOKLYN,NY,11210,NOT AVAILABLE,1,1,184,KINGS,36047,US,40.622438,-73.954939,169,PK,08,15
00943624,HEBRON SEVENTH-DAY AVENTIST BILINGUAL,920 PARK PL,BROOKLYN,NY,11213,NOT AVAILABLE,1,1,154,KINGS,36047,US,40.672865,-73.946638,143,PK,08,11
01904049,GEORGE H MURRAY CHRISTIAN ACADEMY,760 DEKALB AVE,BROOKLYN,NY,11216,NOT AVAILABLE,1,1,85,KINGS,36047,US,40.691815,-73.946005,76,PK,08,9
A0107432,BAY RIDGE PREPARATORY SCHOOL,8101 RIDGE BLVD,BROOKLYN,NY,11209,NOT AVAILABLE,1,1,437,KINGS,36047,US,40.630985,-74.024738,375,KG,12,62
A0107510,CHRISTIAN HERITAGE ACADEMY,1100 E 42ND ST,BROOKLYN,NY,11210,NOT AVAILABLE,1,1,246,KINGS,36047,US,40.628128,-73.935809,229,PK,12,17
A0107513,CLARA MUHAMMAD SCHOOL OF MASJID KHALIFAH,1174 BEDFORD AVE,BROOKLYN,NY,11216,NOT AVAILABLE,1,1,59,KINGS,36047,US,40.683899,-73.954229,50,PK,07,9
A0107562,FOLLOWERS OF JESUS SCHOOL,3065 ATLANTIC AVE,BROOKLYN,NY,11208,NOT AVAILABLE,1,1,45,KINGS,36047,US,40.679091,-73.881753,40,01,10,5
A0107653,LEV BAIS YAAKOV,2710 AVENUE X,BROOKLYN,NY,11235,NOT AVAILABLE,1,1,435,KINGS,36047,US,40.5933,-73.943161,402,PK,10,33
A0107700,TALMUD TORAH OHEL YOCHANAN,1325 38TH ST,BROOKLYN,NY,11218,NOT AVAILABLE,1,1,470,KINGS,36047,US,40.628735,-73.992586,458,PK,12,12
A0107783,PARK SLOPE CHRISTIAN ACADEMY,98 5TH AVE,BROOKLYN,NY,11217,NOT AVAILABLE,1,1,39,KINGS,36047,US,40.680001,-73.978309,34,PK,08,5
00920888,ST JOSEPH SCHOOL,1946 BATHGATE AVE,BRONX,NY,10457,NOT AVAILABLE,1,1,453,BRONX,36005,US,40.847524,-73.896596,436,PK,08,17
00923062,ST MARY SCHOOL,3956 CARPENTER AVE,BRONX,NY,10466,NOT AVAILABLE,1,1,239,BRONX,36005,US,40.888316,-73.863342,229,PK,08,10
00944173,R T HUDSON ELEMENTARY SCHOOL,1122 FOREST AVE,BRONX,NY,10456,NOT AVAILABLE,1,1,64,BRONX,36005,US,40.827494,-73.902133,56,PK,08,8
00919373,ST CATHARINE ACADEMY,2250 WILLIAMSBRIDGE RD,BRONX,NY,10469,NOT AVAILABLE,1,1,734,BRONX,36005,US,40.858919,-73.856585,696,08,12,38
00920855,ACADEMY OF MT ST URSULA,330 BEDFORD PARK BLVD,BRONX,NY,10458,NOT AVAILABLE,1,1,386,BRONX,36005,US,40.868639,-73.886142,362,08,12,24
00922251,ALL HALLOWS HIGH SCHOOL,111 E 164TH ST,BRONX,NY,10452,NOT AVAILABLE,1,1,706,BRONX,36005,US,40.830094,-73.922017,663,08,12,43
00939276,GREEK AMERICAN INSTITUTE OF NEW YORK,3573 BRUCKNER BLVD,BRONX,NY,10461,NOT AVAILABLE,1,1,166,BRONX,36005,US,40.849664,-73.828305,151,PK,08,15
01657789,HORACE MANN SCHOOL,231 W 246TH ST,BRONX,NY,10471,NOT AVAILABLE,1,1,1924,BRONX,36005,US,40.893009,-73.898957,1694,KG,12,230
A0701725,WAKE-EDEN CHRISTIAN ACADEMY,2074 STRANG AVE,BRONX,NY,10466,NOT AVAILABLE,1,1,51,BRONX,36005,US,40.890653,-73.839568,46,PK,03,5
AA890650,ETHICAL CULTURE FIELDSTON LOWER,3901 FIELDSTON RD,BRONX,NY,10471,NOT AVAILABLE,1,1,296,BRONX,36005,US,40.889224,-73.906541,258,PK,05,38
A0108089,YESHIVA OHAVEI TORAH OF RIVERDALE,450 W 250TH ST,BRONX,NY,10471,NOT AVAILABLE,1,1,81,BRONX,36005,US,40.897801,-73.907181,73,08,12,8
A0302251,LITTLE STARS SCHOOL,4063 EDSON AVE,BRONX,NY,10466,NOT AVAILABLE,7,1,11,BRONX,36005,US,40.89153,-73.844343,10,PK,KG,1
A9104921,MISS FRANCINE DAY SCHOOL II,2169 GRAND CONCOURSE,BRONX,NY,10453,NOT AVAILABLE,7,1,20,BRONX,36005,US,40.85513,-73.901915,19,PK,KG,1
00921826,IMMACULATE CONCEPTION SCHOOL,760 E GUN HILL RD,BRONX,NY,10467,NOT AVAILABLE,1,1,519,BRONX,36005,US,40.876329,-73.863776,495,PK,08,24
00922513,SS PHILIP & JAMES SCHOOL,1160 E 213TH ST,BRONX,NY,10469,NOT AVAILABLE,1,1,225,BRONX,36005,US,40.875226,-73.852527,213,PK,08,12
00938512,OUR SAVIOUR LUTHERAN SCHOOL,1734 WILLIAMSBRIDGE RD,BRONX,NY,10461,NOT AVAILABLE,1,1,205,BRONX,36005,US,40.850213,-73.850972,188,PK,12,17
00919533,ST RAYMOND HIGH SCHOOL FOR BOYS,2151 SAINT RAYMONDS AVE,BRONX,NY,10462,NOT AVAILABLE,1,1,822,BRONX,36005,US,40.837814,-73.854017,766,08,12,56
00921473,HOLY FAMILY SCHOOL,2169 BLACKROCK AVE,BRONX,NY,10472,NOT AVAILABLE,1,1,315,BRONX,36005,US,40.829155,-73.851043,302,PK,08,13
AA001686,YESHIVA OF THE TELSHE ALUMNI,4904 INDEPENDENCE AVE,BRONX,NY,10471,NOT AVAILABLE,1,1,95,BRONX,36005,US,40.897919,-73.910773,91,08,12,4
00935919,KINNERET DAY SCHOOL,2600 NETHERLAND AVE,BRONX,NY,10463,NOT AVAILABLE,1,1,234,BRONX,36005,US,40.878794,-73.91478,214,PK,08,20
01607352,ST JOHN SCHOOL,3143 KINGSBRIDGE AVE,BRONX,NY,10463,NOT AVAILABLE,1,1,216,BRONX,36005,US,40.880881,-73.905939,203,PK,08,13
00922171,ST BARNABAS HIGH SCHOOL,425 E 240TH ST,BRONX,NY,10470,NOT AVAILABLE,1,1,251,BRONX,36005,US,40.901608,-73.864402,229,08,12,22
00921462,IMMACULATE CONCEPTION SCHOOL,378 E 151ST ST,BRONX,NY,10455,NOT AVAILABLE,1,1,506,BRONX,36005,US,40.817537,-73.917902,484,PK,08,22
00922659,MSGR SCANLAN HIGH SCHOOL,915 HUTCHINSON RIVER PKWY,BRONX,NY,10465,NOT AVAILABLE,1,1,501,BRONX,36005,US,40.825734,-73.837905,473,08,12,28
00922681,ST MARGARET OF CORTONA SCHOOL,452 W 260TH ST,BRONX,NY,10471,NOT AVAILABLE,1,1,231,BRONX,36005,US,40.908061,-73.903074,218,PK,08,13
00919522,ST PHILIP NERI SCHOOL,3031 GRAND CONCOURSE,BRONX,NY,10468,NOT AVAILABLE,1,1,243,BRONX,36005,US,40.873929,-73.887306,232,PK,08,11
00922502,ST LUKE SCHOOL,608 E 139TH ST,BRONX,NY,10454,NOT AVAILABLE,1,1,290,BRONX,36005,US,40.806475,-73.915099,277,PK,08,13
00919249,ST HELENA SCHOOL,2050 BENEDICT AVE,BRONX,NY,10462,NOT AVAILABLE,1,1,373,BRONX,36005,US,40.834381,-73.855476,358,PK,08,15
00921597,OUR LADY OF GRACE SCHOOL,3981 BRONXWOOD AVE,BRONX,NY,10466,NOT AVAILABLE,1,1,249,BRONX,36005,US,40.88627,-73.85505,237,PK,08,12
X0921451,MOUNT ST MICHAEL ACADEMY,4300 MURDOCK AVE,BRONX,NY,10466,NOT AVAILABLE,1,1,839,BRONX,36005,US,40.89871,-73.842298,792,07,12,47
00942948,WINDSOR SCHOOL,13623 SANFORD AVE,FLUSHING,NY,11355,NOT AVAILABLE,1,1,177,QUEENS,36081,US,40.757483,-73.828199,164,08,12,13
00939196,FLUSHING CHRISTIAN SCHOOL,4154 MURRAY ST,FLUSHING,NY,11355,NOT AVAILABLE,1,1,84,QUEENS,36081,US,40.761605,-73.812665,74,KG,08,10
A0107860,STEP-SPECIAL TORAH EDUCATION PROGRAM,2555 N STRAND AVE,BROOKLYN,NY,11210,NOT AVAILABLE,4,1,30,KINGS,36047,US,40.622197,-73.945725,20,UG,UG,10
A0302194,BARKAI YESHIVAH,5302 21ST AVE,BROOKLYN,NY,11204,NOT AVAILABLE,1,1,391,KINGS,36047,US,40.621994,-73.976992,332,PK,08,59
A0302235,IVDU SCHOOL,1305 CONEY ISLAND AVE,BROOKLYN,NY,11230,NOT AVAILABLE,4,1,68,KINGS,36047,US,40.576175,-73.971941,54,01,07,14
A0108071,YESHIVA BERACHEL DAVID,15062 78TH RD,FLUSHING,NY,11367,NOT AVAILABLE,1,1,3,QUEENS,36081,US,40.720425,-73.813966,3,UG,UG,0
A0502451,DARCHAI MENACHEM SCHOOL-BOYS,823 EASTERN PKWY,BROOKLYN,NY,11213,NOT AVAILABLE,4,1,65,KINGS,36047,US,40.669747,-73.940985,55,03,11,10
A0502470,GREAT COMMISSION CHRISTIAN SCHOOL,1187 E 92ND ST,BROOKLYN,NY,11236,NOT AVAILABLE,1,1,20,KINGS,36047,US,40.640783,-73.903941,16,KG,07,4
A0502500,MACHON CHANA,556 CROWN ST,BROOKLYN,NY,11213,NOT AVAILABLE,6,1,67,KINGS,36047,US,40.665519,-73.94008,62,08,12,5
A0502570,TALMUD TORAH DNITRA,128 RUTLEDGE ST,BROOKLYN,NY,11211,NOT AVAILABLE,1,1,471,KINGS,36047,US,40.702079,-73.962377,431,PK,12,40
A0502598,YESHIVA BETH HILLEL OF WILLIAMSBURG,35 WILLIAMSBURG ST W,BROOKLYN,NY,11249,NOT AVAILABLE,1,1,263,KINGS,36047,US,40.699002,-73.962568,248,KG,08,15
A0502599,YESHIVA BIRCHAS SHMUEL,1214 E 15TH ST,BROOKLYN,NY,11230,NOT AVAILABLE,4,1,71,KINGS,36047,US,40.619805,-73.960774,63,06,12,8
A0507944,BRYANS EDUCATIONAL CENTER,3924 CHURCH AVE,BROOKLYN,NY,11203,NOT AVAILABLE,7,1,25,KINGS,36047,US,40.651106,-73.940178,10,PK,KG,15
A0508009,NELRAK CHILD DEVELOPMENT CENTER,1057 FULTON ST,BROOKLYN,NY,11238,NOT AVAILABLE,6,1,15,KINGS,36047,US,40.68214,-73.959459,13,PK,03,2
A0701589,BAIS YAAKOV OF BENSONHURST,3901 14TH AVE,BROOKLYN,NY,11218,NOT AVAILABLE,1,1,218,KINGS,36047,US,40.634654,-73.984945,206,PK,08,12
A0701594,BNEI SHIMON YISROEL,18 WARSOFF PLACE,BROOKLYN,NY,11211,NOT AVAILABLE,1,1,445,KINGS,36047,US,40.698501,-73.954464,416,PK,12,29
A0701595,BROOKLYN FREE SCHOOL,372 CLINTON AVE,BROOKLYN,NY,11238,NOT AVAILABLE,3,1,66,KINGS,36047,US,40.665731,-73.991823,60,UG,UG,6
A0701633,IMAGINE ACADEMY,1458 E 17TH ST,BROOKLYN,NY,11230,NOT AVAILABLE,4,1,57,KINGS,36047,US,40.615117,-73.967081,21,UG,UG,36
A0701680,NYSARC- NYC CHAPTER,1201 66TH ST,BROOKLYN,NY,11219,NOT AVAILABLE,4,1,304,KINGS,36047,US,40.676562,-73.998347,268,UG,UG,36
A0701709,BROOKLYN WALDORF SCHOOL,11 JEFFERSON AVE,BROOKLYN,NY,11238,NOT AVAILABLE,3,1,154,KINGS,36047,US,40.686052,-73.977327,129,PK,06,25
A0790120,AHRC MIDDLE/HIGH SCHOOL,1201 66TH ST,BROOKLYN,NY,11219,NOT AVAILABLE,4,1,151,KINGS,36047,US,40.626731,-74.00391,135,UG,UG,16
A9104711,TREY WHITFIELD SCHOOL,17 HINSDALE ST,BROOKLYN,NY,11207,NOT AVAILABLE,1,1,377,KINGS,36047,US,40.674983,-73.901154,352,PK,08,25
A9104784,WILLIAM T DILLON CHILD STUDY CENTER,239 VANDERBILT AVE,BROOKLYN,NY,11205,NOT AVAILABLE,7,1,16,KINGS,36047,US,40.690847,-73.969108,15,PK,KG,1
A9104811,FIRST IMPRESSIONS NURSERY SCHOOL,776-778 ROGERS AVE,BROOKLYN,NY,11226,NOT AVAILABLE,7,1,9,KINGS,36047,US,40.652004,-73.952862,7,PK,KG,2
A9104844,HASC - HEBREW ACADEMY FOR SPECIAL CHILDREN,6220 14TH AVE,BROOKLYN,NY,11219,NOT AVAILABLE,4,1,97,KINGS,36047,US,40.626091,-73.998158,86,UG,UG,11
A9105087,UNITED TALMUDICAL ACADEMY TORAH VYIRAH-BORO PARK,1348 53RD ST,BROOKLYN,NY,11219,NOT AVAILABLE,1,1,433,KINGS,36047,US,40.631013,-73.992269,403,05,07,30
A9702395,GREAT OAKS ELEMENTARY SCHOOL,4718 FARRAGUT RD,BROOKLYN,NY,11203,NOT AVAILABLE,1,1,117,KINGS,36047,US,40.637034,-73.931117,108,KG,08,9
A9903150,BNOS YISROEL SCHOOL FOR GIRLS,1629 E 15TH ST,BROOKLYN,NY,11229,NOT AVAILABLE,1,1,294,KINGS,36047,US,40.609635,-73.958295,270,KG,08,24
AA000919,MARY MCDOWELL FRIENDS SCHOOL,20 BERGEN ST,BROOKLYN,NY,11201,NOT AVAILABLE,4,1,355,KINGS,36047,US,40.687354,-73.992674,290,06,10,65
AA000953,MIRRER YESHIVA EDUCATIONAL INSTITUTE,1870 E 7TH ST,BROOKLYN,NY,11223,NOT AVAILABLE,1,1,469,KINGS,36047,US,40.605129,-73.965665,441,PK,08,28
BB041118,P B CHILDRENS ACADEMY,3504 CHURCH AVE,BROOKLYN,NY,11203,NOT AVAILABLE,7,1,5,KINGS,36047,US,40.650879,-73.94456,4,PK,KG,1
BB041128,MOSDOS CHASIDEI SQUARE,105 HEYWARD ST,BROOKLYN,NY,11206,NOT AVAILABLE,1,1,331,KINGS,36047,US,40.701688,-73.956493,302,PK,12,29
BB041144,PRACTICAL LEARNING CENTER,1283 OCEAN AVE,BROOKLYN,NY,11230,NOT AVAILABLE,7,1,5,KINGS,36047,US,40.631073,-73.957017,4,PK,KG,1
BB041154,YESHIVA BETH JOSEF ZVI DUSHINSKY,135 ROSS ST STE A,BROOKLYN,NY,11211,NOT AVAILABLE,1,1,63,KINGS,36047,US,40.704994,-73.961753,59,10,12,4
BB041226,PHEBEANA PRESCHOOL,160 PARKSIDE AVE,BROOKLYN,NY,11226,NOT AVAILABLE,7,1,4,KINGS,36047,US,40.654201,-73.962909,3,PK,KG,1
BB041260,HAPPY HOME DAYCARE,9102 CHURCH AVE,BROOKLYN,NY,11236,NOT AVAILABLE,1,1,93,KINGS,36047,US,40.653348,-73.918634,81,PK,04,12
BB041272,MONTESSORI SCHOOL OF LEFFERTS GARDEN II,527 ROGERS AVE,BROOKLYN,NY,11225,NOT AVAILABLE,2,1,28,KINGS,36047,US,40.659045,-73.953101,25,PK,KG,3
BB041308,SHAAREI ZION OHEL BRACHA,7524 GRAND CENTRAL PKWY,FOREST HILLS,NY,11375,NOT AVAILABLE,1,1,362,QUEENS,36081,US,40.718848,-73.834752,320,PK,08,42
BB061076,A FANTIS PAROCHIAL SCHOOL,195 STATE ST,BROOKLYN,NY,11201,NOT AVAILABLE,1,1,119,KINGS,36047,US,40.690312,-73.991557,105,PK,08,14
BB081206,CENTRAL UTA,762 WHYTE AVE,BROOKLYN,NY,11249,NOT AVAILABLE,1,1,4407,KINGS,36047,US,40.696347,-73.95384,4122,PK,12,285
BB963440,LITTLE STARS DAYCARE CENTER,588 BROOKLYN AVE,BROOKLYN,NY,11203,NOT AVAILABLE,7,1,18,KINGS,36047,US,40.659882,-73.945531,10,PK,KG,8
BB963579,STEPS ELEMENTARY,9202 KINGS HWY,BROOKLYN,NY,11212,NOT AVAILABLE,1,1,74,KINGS,36047,US,40.656252,-73.921039,66,PK,05,8
BB963601,ARISTA PREP ACADEMY & NURSERY SCHOOL,275 KINGSTON AVE,BROOKLYN,NY,11213,NOT AVAILABLE,1,1,117,KINGS,36047,US,40.670219,-73.941925,103,PK,08,14
00921393,ST CLARES SCHOOL,1911 HONE AVE,BRONX,NY,10461,NOT AVAILABLE,1,1,397,BRONX,36005,US,40.851089,-73.856787,376,PK,08,21
A0902362,REBECCA SCHOOL,40 E 30TH ST LBBY 1,NEW YORK,NY,10016,NOT AVAILABLE,4,1,128,NEW YORK,36061,US,40.745259,-73.984366,114,UG,UG,14
A0902400,THE MANHATTAN CHILDRENS CENTER,124 W 95TH ST,NEW YORK,NY,10025,NOT AVAILABLE,4,1,45,NEW YORK,36061,US,40.792445,-73.969152,36,PK,PK,9
00926325,OUR LADY OF THE BLESSED SACRAMENT,3445 202ND ST,BAYSIDE,NY,11361,NOT AVAILABLE,1,1,349,QUEENS,36081,US,40.766611,-73.785458,329,PK,08,20
00919566,ST STEPHEN OF HUNGARY SCHOOL,408 E 82ND ST,NEW YORK,NY,10028,NOT AVAILABLE,1,1,156,NEW YORK,36061,US,40.773784,-73.950485,140,PK,08,16
01904184,BAIS ROCHEL SCHOOL,5301 14TH AVE,BROOKLYN,NY,11219,NOT AVAILABLE,1,1,2165,KINGS,36047,US,40.631017,-73.992268,1953,KG,12,212
00935544,TIFERES BNOS / CONG AHAVAZ SHULEM NADVERNA,826 MYRTLE AVE,BROOKLYN,NY,11206,NOT AVAILABLE,1,1,327,KINGS,36047,US,40.703907,-73.960524,297,PK,10,30
00922604,MSGR FARRELL HIGH SCHOOL,2900 AMBOY RD,STATEN ISLAND,NY,10306,NOT AVAILABLE,1,1,932,RICHMOND,36085,US,40.567632,-74.125463,872,08,12,60
00937803,POLY PREP COUNTRY DAY SCHOOL,9216 7TH AVE,BROOKLYN,NY,11228,NOT AVAILABLE,1,1,1032,KINGS,36047,US,40.612367,-74.024917,917,PK,12,115
00938272,ALEXANDER ROBERTSON SCHOOL,3 W 95TH ST,NEW YORK,NY,10025,NOT AVAILABLE,1,1,54,NEW YORK,36061,US,40.791236,-73.96539,45,KG,05,9
00939072,BUCKLEY SCHOOL,113 E 73RD ST,NEW YORK,NY,10021,NOT AVAILABLE,1,1,435,NEW YORK,36061,US,40.771824,-73.962174,374,KG,08,61
00935566,MESIVTA NACHLAS YAKOV SCHOOL,185 WILSON ST,BROOKLYN,NY,11211,NOT AVAILABLE,1,1,75,KINGS,36047,US,40.706816,-73.960797,67,08,12,8
00935861,TORAH ACADEMY FOR GIRLS,444 BEACH 6TH ST,FAR ROCKAWAY,NY,11691,NOT AVAILABLE,1,1,1460,QUEENS,36081,US,40.599217,-73.74013,1385,PK,12,75
00936413,YESHIVA OF STATEN ISLAND,1870 DRUMGOOLE RD E,STATEN ISLAND,NY,10309,NOT AVAILABLE,1,1,74,RICHMOND,36085,US,40.527609,-74.214443,63,08,12,11
00942438,BIRCH FAMILY SERVICES,7164 168TH ST,FLUSHING,NY,11365,NOT AVAILABLE,4,1,96,QUEENS,36081,US,40.728597,-73.801854,86,UG,UG,10
